Month,Year,ExpenditureCategory,CPI(2006=100)
6,2009,Other Services,110.3
6,2010,Total,136.7
6,2010,Food and Non-alcoholic Drinks,141.7
6,2010,Food,143.5
6,2010,Bread and Cereal,145.8
6,2010,Meat,121.3
6,2010,Fish,121.5
6,2010,"Milk, Cheese and Eggs",139.7
6,2010,Oils and Fats,120.6
6,2010,Fruit,142.4
6,2010,Vegetables,229.4
6,2010,"Sugar, Jam, Honey and Chocolate",123.6
6,2010,Other Eatable Prducts,135.9
6,2010,Non-alcoholic Drinks,126
6,2010,"Coffee, Tea and Cocoa",139.2
6,2010,"Mineral Water, Non-alcoholic Drinks and Juices",116.5
6,2010,"Alcoholic Drinks, Tobacco and Narcotics",182.6
6,2010,Alcoholic Drinks,159.1
6,2010,Strong Alcoholic Drinks,145
6,2010,Wine,158.7
6,2010,Beer,163.6
6,2010,Tobacco,190.3
6,2010,Clothing and Footwear,122.6
6,2010,Clothing,124.4
6,2010,Clothing Material,108
6,2010,Garments,125
6,2010,Other Garments,110.3
6,2010,Clothing Maintenance,119
6,2010,Footwear,119.7
6,2010,Footwear,119.8
6,2010,Footwear Maintenance,113.5
6,2010,"Housing, Water, Energy, Gas and Other Fuels",139.8
6,2010,Real Rent,122.5
6,2010,Rent,122.5
6,2010,Apartment Maintenance,121.4
6,2010,Materials for Apartment Maintenance,126.7
6,2010,Apartment Maintenance Services,117
6,2010,Waterworks and Other Housing Services,143.9
6,2010,Water Supply,151.8
6,2010,Garbage Collection,121.3
6,2010,Waste Water Drainage,152.2
6,2010,"Energy, Gas and Other Fuels",142.8
6,2010,Hosehold Electric Energy,148.2
6,2010,Gas,158.5
6,2010,Liquid Fuels,142.8
6,2010,Solid Fuels,126
6,2010,Distric Heating,169.2
6,2010,Household Equipment and Maintenance,119
6,2010,"Furniture, Carpets and Other Rugs",113.9
6,2010,"Furniture, Lightning and Decorative Ornaments",110.8
6,2010,Carpets and Other Floor Rugs,129.5
6,2010,Textile for Household Use,110.4
6,2010,Household Appliances,112.1
6,2010,Big Household Appliances,110.9
6,2010,Small Electrical Appliances,102.5
6,2010,Household Appliances Maintenance,129
6,2010,Dishes and Cutlery,128.8
6,2010,Tools and Other Equipment for House and Garden,106.9
6,2010,Bigger House and Garden Tools and Equipment,106.9
6,2010,Small Tools and Accessories,108.7
6,2010,Funds and Services for Ongoing Maintenance of Dwelling,125.1
6,2010,Dwelling Maintenance Funds,124.7
6,2010,Dwelling Maintenance Services,132.5
6,2010,Health,128.6
6,2010,Medication and Medical Equipment,134.6
6,2010,Medication,134.6
6,2010,Other Medical Products,146.3
6,2010,Non-hospital Health Services,116.7
6,2010,Medical Services,126.5
6,2010,Dentist Services,119.9
6,2010,Accompanying Medical Services,100.2
6,2010,Transport,134.3
6,2010,Procurement of Vehicles,110.9
6,2010,Cars,110.4
6,2010,Bycicles,136.6
6,2010,Vehicles Use and Maintenance,139.8
6,2010,Reserve Parts,125.9
6,2010,Fuels and Lubricants for Passenger Vehicles,140.7
6,2010,Maintenance of Passenger Vehicles,138.3
6,2010,Other Vehicle Related Services,135.9
6,2010,Transport Services,138.8
6,2010,Rail Passenger Transport,140
6,2010,Road Passenger Transport,140.3
6,2010,Plane Passenger Transport,119.9
6,2010,Communication,111
6,2010,Mail Services,128.6
6,2010,Telephone Equipment,108.7
6,2010,Telephone and Other Equipment,110.7
6,2010,Telephone Services,111.7
6,2010,Culture and Recreation,132.9
6,2010,"Audio-Video, Photographic and Computer Equipment",85.9
6,2010,"Sound and Picture Reciving, Capturing and Reproduction Equipment",85.7
6,2010,Photographic and Film Equipment,65.9
6,2010,Computer Equipment,
6,2010,Sound and Picture Capturing Medium,85.6
6,2010,"Audio-Visual, Photographic and Computer Equipment Maintenance",116.9
6,2010,Grearer Lasting Goods for Culture and Recreation,69
6,2010,Musical Instruments,69
6,2010,"Other Recreational, Garden and Pet-related Equipment",146.6
6,2010,"Toys, Games and Hobbies",171.1
6,2010,"Garden, Seedling and Flower",123.2
6,2010,Pets and Pet-related Means and Services,
6,2010,Vet and Other Pet Services,
6,2010,Cultural and Recreational Services,155.4
6,2010,Recreational Services,112.6
6,2010,Cultural Services,161.7
6,2010,"Newspaper, Books and Office Equipment",136.5
6,2010,Books,164.7
6,2010,Newspapers and Magazines,114.7
6,2010,Office Equipments,132.5
6,2010,Education,132.7
6,2010,Highschool Education,133.9
6,2010,Higher Education,136
6,2010,Other Types of Education,121.3
6,2010,Restaurants and Hotels,130
6,2010,"Restaurants, Cafes and Canteens",131.4
6,2010,Restaurants and Cafes,131.4
6,2010,Accommodation Services,129.3
6,2010,Accommodation,131
6,2010,Other Personal Items and Other Services,125.7
6,2010,Personal Care,124.1
6,2010,Cosmetic and Hairdresser Services,115.9
6,2010,Personal Care Electrical Equipment,95.6
6,2010,Other Personal Care Items,128.7
6,2010,Personal Items,137.6
6,2010,Jewelry and Watches,163.7
6,2010,Other Personal Items,125.9
6,2010,Social Security,167.2
6,2010,Insurance,110.7
6,2010,Dwelling Insurance,117.9
6,2010,Vehicle Insurance,106.8
6,2010,Financial Services,140.8
6,2010,Other Financial Services,140.8
6,2010,Other Services,119.8
6,2011,Total,154
6,2011,Food and Non-alcoholic Drinks,166.9
6,2011,Food,169.2
6,2011,Bread and Cereal,197.3
6,2011,Meat,135.7
6,2011,Fish,141.1
6,2011,"Milk, Cheese and Eggs",169.6
6,2011,Oils and Fats,174.6
6,2011,Fruit,178.9
6,2011,Vegetables,215.4
6,2011,"Sugar, Jam, Honey and Chocolate",156.9
6,2011,Other Eatable Prducts,149.4
6,2011,Non-alcoholic Drinks,147
6,2011,"Coffee, Tea and Cocoa",176.3
6,2011,"Mineral Water, Non-alcoholic Drinks and Juices",128
6,2011,"Alcoholic Drinks, Tobacco and Narcotics",217.3
6,2011,Alcoholic Drinks,174.9
6,2011,Strong Alcoholic Drinks,157.8
6,2011,Wine,175
6,2011,Beer,179.9
6,2011,Tobacco,233.1
6,2011,Clothing and Footwear,129.3
6,2011,Clothing,130.7
6,2011,Clothing Material,116.8
6,2011,Garments,131.1
6,2011,Other Garments,121.5
6,2011,Clothing Maintenance,130.4
6,2011,Footwear,127.1
6,2011,Footwear,126.9
6,2011,Footwear Maintenance,139.3
6,2011,"Housing, Water, Energy, Gas and Other Fuels",159.1
6,2011,Real Rent,119.4
6,2011,Rent,119.4
6,2011,Apartment Maintenance,142.5
6,2011,Materials for Apartment Maintenance,142.3
6,2011,Apartment Maintenance Services,141.7
6,2011,Waterworks and Other Housing Services,173.6
6,2011,Water Supply,189
6,2011,Garbage Collection,132.9
6,2011,Waste Water Drainage,191.4
6,2011,"Energy, Gas and Other Fuels",163.1
6,2011,Hosehold Electric Energy,168.2
6,2011,Gas,162.3
6,2011,Liquid Fuels,162
6,2011,Solid Fuels,145.9
6,2011,Distric Heating,211.6
6,2011,Household Equipment and Maintenance,128.7
6,2011,"Furniture, Carpets and Other Rugs",118.3
6,2011,"Furniture, Lightning and Decorative Ornaments",113.5
6,2011,Carpets and Other Floor Rugs,144.8
6,2011,"Repair of Furniture, Lighting and Floor Coverings",
6,2011,Textile for Household Use,119
6,2011,Household Appliances,122.4
6,2011,Big Household Appliances,122.1
6,2011,Small Electrical Appliances,102.8
6,2011,Household Appliances Maintenance,137.3
6,2011,Dishes and Cutlery,138.2
6,2011,Tools and Other Equipment for House and Garden,115.9
6,2011,Bigger House and Garden Tools and Equipment,113.9
6,2011,Small Tools and Accessories,118.3
6,2011,Funds and Services for Ongoing Maintenance of Dwelling,136.3
6,2011,Dwelling Maintenance Funds,135.7
6,2011,Dwelling Maintenance Services,151.6
6,2011,Health,140.8
6,2011,Medication and Medical Equipment,150.1
6,2011,Medication,150.1
6,2011,Other Medical Products,164.8
6,2011,Therapeutic Products and Equipment,
6,2011,Non-hospital Health Services,122.2
6,2011,Medical Services,140.2
6,2011,Dentist Services,119.3
6,2011,Accompanying Medical Services,105.1
6,2011,Transport,147
6,2011,Procurement of Vehicles,108.3
6,2011,Cars,107
6,2011,Bycicles,162.6
6,2011,Vehicles Use and Maintenance,156.7
6,2011,Reserve Parts,145.2
6,2011,Fuels and Lubricants for Passenger Vehicles,159.1
6,2011,Maintenance of Passenger Vehicles,146.4
6,2011,Other Vehicle Related Services,149.2
6,2011,Transport Services,151.8
6,2011,Rail Passenger Transport,140
6,2011,Road Passenger Transport,154.3
6,2011,Plane Passenger Transport,113.6
6,2011,Communication,110.6
6,2011,Mail Services,128.6
6,2011,Telephone Equipment,113.2
6,2011,Telephone and Other Equipment,110
6,2011,Telephone Services,111.7
6,2011,Culture and Recreation,138.5
6,2011,"Audio-Video, Photographic and Computer Equipment",87.5
6,2011,"Sound and Picture Reciving, Capturing and Reproduction Equipment",91.9
6,2011,Photographic and Film Equipment,64.9
6,2011,Computer Equipment,
6,2011,Sound and Picture Capturing Medium,87.2
6,2011,"Audio-Visual, Photographic and Computer Equipment Maintenance",142.9
6,2011,Grearer Lasting Goods for Culture and Recreation,78
6,2011,Musical Instruments,78
6,2011,"Other Recreational, Garden and Pet-related Equipment",158.8
6,2011,"Toys, Games and Hobbies",190.6
6,2011,Camping and Sport Equipment,
6,2011,"Garden, Seedling and Flower",126.9
6,2011,Pets and Pet-related Means and Services,
6,2011,Vet and Other Pet Services,
6,2011,Cultural and Recreational Services,159.6
6,2011,Recreational Services,118.4
6,2011,Cultural Services,165.8
6,2011,"Newspaper, Books and Office Equipment",144.5
6,2011,Books,177.3
6,2011,Newspapers and Magazines,114.7
6,2011,Office Equipments,156.2
6,2011,Education,140.2
6,2011,Highschool Education,137.7
6,2011,Higher Education,146.1
6,2011,Other Types of Education,125.9
6,2011,Restaurants and Hotels,138
6,2011,"Restaurants, Cafes and Canteens",140.5
6,2011,Restaurants and Cafes,140.5
6,2011,Accommodation Services,128.8
6,2011,Accommodation,131.7
6,2011,Other Personal Items and Other Services,137.4
6,2011,Personal Care,138.3
6,2011,Cosmetic and Hairdresser Services,130.6
6,2011,Personal Care Electrical Equipment,115.2
6,2011,Other Personal Care Items,142.5
6,2011,Personal Items,156.1
6,2011,Jewelry and Watches,211.4
6,2011,Other Personal Items,131.8
6,2011,Social Security,174.5
6,2011,Insurance,110
6,2011,Dwelling Insurance,117.9
6,2011,Vehicle Insurance,105.8
6,2011,Financial Services,156.3
6,2011,Other Financial Services,156.3
6,2011,Other Services,131
6,2012,Total,162.4
6,2012,Food and Non-alcoholic Drinks,174.5
6,2012,Food,176.8
6,2012,Bread and Cereal,183.5
6,2012,Meat,157.3
6,2012,Fish,158.4
6,2012,"Milk, Cheese and Eggs",172.9
6,2012,Oils and Fats,166.9
6,2012,Fruit,179.4
6,2012,Vegetables,228.5
6,2012,"Sugar, Jam, Honey and Chocolate",151.6
6,2012,Other Eatable Prducts,155.6
6,2012,Non-alcoholic Drinks,153.9
6,2012,"Coffee, Tea and Cocoa",182.4
6,2012,"Mineral Water, Non-alcoholic Drinks and Juices",135.5
6,2012,"Alcoholic Drinks, Tobacco and Narcotics",226.4
6,2012,Alcoholic Drinks,189.3
6,2012,Strong Alcoholic Drinks,166.7
6,2012,Wine,185.6
6,2012,Beer,197.1
6,2012,Tobacco,239.5
6,2012,Clothing and Footwear,133.8
6,2012,Clothing,136.2
6,2012,Clothing Material,125.8
6,2012,Garments,136.3
6,2012,Other Garments,138
6,2012,Clothing Maintenance,138.4
6,2012,Footwear,130
6,2012,Footwear,129.8
6,2012,Footwear Maintenance,141.2
6,2012,"Housing, Water, Energy, Gas and Other Fuels",166.3
6,2012,Real Rent,138.9
6,2012,Rent,138.9
6,2012,Apartment Maintenance,158.2
6,2012,Materials for Apartment Maintenance,150.8
6,2012,Apartment Maintenance Services,162.3
6,2012,Waterworks and Other Housing Services,184.3
6,2012,Water Supply,198.7
6,2012,Garbage Collection,139.3
6,2012,Waste Water Drainage,236.8
6,2012,"Energy, Gas and Other Fuels",167.8
6,2012,Hosehold Electric Energy,168.2
6,2012,Gas,181
6,2012,Liquid Fuels,210
6,2012,Solid Fuels,153.1
6,2012,Distric Heating,226.4
6,2012,Household Equipment and Maintenance,142.8
6,2012,"Furniture, Carpets and Other Rugs",123.2
6,2012,"Furniture, Lightning and Decorative Ornaments",117.5
6,2012,Carpets and Other Floor Rugs,153.3
6,2012,"Repair of Furniture, Lighting and Floor Coverings",
6,2012,Textile for Household Use,130
6,2012,Household Appliances,130.3
6,2012,Big Household Appliances,128.5
6,2012,Small Electrical Appliances,111
6,2012,Household Appliances Maintenance,164.9
6,2012,Dishes and Cutlery,146.6
6,2012,Tools and Other Equipment for House and Garden,122.1
6,2012,Bigger House and Garden Tools and Equipment,120.3
6,2012,Small Tools and Accessories,124.3
6,2012,Funds and Services for Ongoing Maintenance of Dwelling,157.4
6,2012,Dwelling Maintenance Funds,157.1
6,2012,Dwelling Maintenance Services,153
6,2012,Health,142.6
6,2012,Medication and Medical Equipment,147.7
6,2012,Medication,147.4
6,2012,Other Medical Products,170.8
6,2012,Therapeutic Products and Equipment,
6,2012,Non-hospital Health Services,134.1
6,2012,Medical Services,157.6
6,2012,Dentist Services,127.7
6,2012,Accompanying Medical Services,115.7
6,2012,Transport,162.7
6,2012,Procurement of Vehicles,126.5
6,2012,Cars,124.9
6,2012,Bycicles,176.1
6,2012,Vehicles Use and Maintenance,171.7
6,2012,Reserve Parts,150
6,2012,Fuels and Lubricants for Passenger Vehicles,179.4
6,2012,Maintenance of Passenger Vehicles,153.9
6,2012,Other Vehicle Related Services,146.2
6,2012,Transport Services,164.6
6,2012,Rail Passenger Transport,140
6,2012,Road Passenger Transport,167.3
6,2012,Plane Passenger Transport,132.9
6,2012,Communication,116.2
6,2012,Mail Services,128.6
6,2012,Telephone Equipment,111.1
6,2012,Telephone and Other Equipment,115.9
6,2012,Telephone Services,122.4
6,2012,Culture and Recreation,148.8
6,2012,"Audio-Video, Photographic and Computer Equipment",88.1
6,2012,"Sound and Picture Reciving, Capturing and Reproduction Equipment",91.8
6,2012,Photographic and Film Equipment,62.7
6,2012,Computer Equipment,
6,2012,Sound and Picture Capturing Medium,86.3
6,2012,"Audio-Visual, Photographic and Computer Equipment Maintenance",152.8
6,2012,Grearer Lasting Goods for Culture and Recreation,75.9
6,2012,Musical Instruments,75.9
6,2012,"Other Recreational, Garden and Pet-related Equipment",170
6,2012,"Toys, Games and Hobbies",197.9
6,2012,Camping and Sport Equipment,
6,2012,"Garden, Seedling and Flower",137.8
6,2012,Pets and Pet-related Means and Services,
6,2012,Vet and Other Pet Services,
6,2012,Cultural and Recreational Services,164
6,2012,Recreational Services,121.2
6,2012,Cultural Services,170.5
6,2012,"Newspaper, Books and Office Equipment",153.9
6,2012,Books,201.2
6,2012,Newspapers and Magazines,114.7
6,2012,Office Equipments,163.4
6,2012,Package Deals,
6,2012,Education,142.6
6,2012,Highschool Education,143.4
6,2012,Higher Education,147.4
6,2012,Other Types of Education,127.4
6,2012,Restaurants and Hotels,145.5
6,2012,"Restaurants, Cafes and Canteens",148.8
6,2012,Restaurants and Cafes,148.8
6,2012,Accommodation Services,129.5
6,2012,Accommodation,131.7
6,2012,Other Personal Items and Other Services,147.1
6,2012,Personal Care,149.8
6,2012,Cosmetic and Hairdresser Services,141.9
6,2012,Personal Care Electrical Equipment,132.8
6,2012,Other Personal Care Items,154
6,2012,Personal Items,169
6,2012,Jewelry and Watches,241.6
6,2012,Other Personal Items,141.2
6,2012,Social Security,176.6
6,2012,Insurance,112.7
6,2012,Dwelling Insurance,117.9
6,2012,Vehicle Insurance,108.9
6,2012,Financial Services,161.8
6,2012,Other Financial Services,161.8
6,2012,Other Services,138.9
6,2013,Total,178.2
6,2013,Food and Non-alcoholic Drinks,196.4
6,2013,Food,199.4
6,2013,Bread and Cereal,197.5
6,2013,Meat,165
6,2013,Fish,191.3
6,2013,"Milk, Cheese and Eggs",194.5
6,2013,Oils and Fats,187.1
6,2013,Fruit,199.5
6,2013,Vegetables,291.2
6,2013,"Sugar, Jam, Honey and Chocolate",157.4
6,2013,Other Eatable Prducts,170.7
6,2013,Non-alcoholic Drinks,171.6
6,2013,"Coffee, Tea and Cocoa",205.1
6,2013,"Mineral Water, Non-alcoholic Drinks and Juices",149.7
6,2013,"Alcoholic Drinks, Tobacco and Narcotics",291.7
6,2013,Alcoholic Drinks,201.2
6,2013,Strong Alcoholic Drinks,180.8
6,2013,Wine,196.4
6,2013,Beer,208.3
6,2013,Tobacco,330.2
6,2013,Clothing and Footwear,136.6
6,2013,Clothing,140.4
6,2013,Clothing Material,130.3
6,2013,Garments,140.2
6,2013,Other Garments,145.8
6,2013,Clothing Maintenance,144.6
6,2013,Footwear,130.7
6,2013,Footwear,130
6,2013,Footwear Maintenance,159.5
6,2013,"Housing, Water, Energy, Gas and Other Fuels",177
6,2013,Real Rent,135.6
6,2013,Rent,135.6
6,2013,Apartment Maintenance,192.1
6,2013,Materials for Apartment Maintenance,170.2
6,2013,Apartment Maintenance Services,210
6,2013,Waterworks and Other Housing Services,202.5
6,2013,Water Supply,216.6
6,2013,Garbage Collection,155.8
6,2013,Waste Water Drainage,260.6
6,2013,"Energy, Gas and Other Fuels",177
6,2013,Hosehold Electric Energy,171
6,2013,Gas,198.1
6,2013,Liquid Fuels,232.1
6,2013,Solid Fuels,160.7
6,2013,Distric Heating,274.1
6,2013,Household Equipment and Maintenance,155.6
6,2013,"Furniture, Carpets and Other Rugs",131.3
6,2013,"Furniture, Lightning and Decorative Ornaments",126
6,2013,Carpets and Other Floor Rugs,158.7
6,2013,"Repair of Furniture, Lighting and Floor Coverings",
6,2013,Textile for Household Use,139.9
6,2013,Household Appliances,144.4
6,2013,Big Household Appliances,137.3
6,2013,Small Electrical Appliances,120.5
6,2013,Household Appliances Maintenance,249.6
6,2013,Dishes and Cutlery,162
6,2013,Tools and Other Equipment for House and Garden,131.3
6,2013,Bigger House and Garden Tools and Equipment,125.3
6,2013,Small Tools and Accessories,135.2
6,2013,Funds and Services for Ongoing Maintenance of Dwelling,171.9
6,2013,Dwelling Maintenance Funds,171.3
6,2013,Dwelling Maintenance Services,173.4
6,2013,Health,156.9
6,2013,Medication and Medical Equipment,164.6
6,2013,Medication,166.1
6,2013,Other Medical Products,186.6
6,2013,Therapeutic Products and Equipment,
6,2013,Non-hospital Health Services,143.7
6,2013,Medical Services,170.7
6,2013,Dentist Services,136.3
6,2013,Accompanying Medical Services,123.4
6,2013,Transport,165.8
6,2013,Procurement of Vehicles,126.8
6,2013,Cars,125.2
6,2013,Bycicles,181.6
6,2013,Vehicles Use and Maintenance,171.6
6,2013,Reserve Parts,157.2
6,2013,Fuels and Lubricants for Passenger Vehicles,178.7
6,2013,Maintenance of Passenger Vehicles,158.1
6,2013,Other Vehicle Related Services,137.5
6,2013,Transport Services,181.8
6,2013,Rail Passenger Transport,140
6,2013,Road Passenger Transport,185.6
6,2013,Plane Passenger Transport,132.6
6,2013,Communication,127
6,2013,Mail Services,128.6
6,2013,Telephone Equipment,123.1
6,2013,Telephone and Other Equipment,126.8
6,2013,Telephone Services,124.4
6,2013,Culture and Recreation,158.3
6,2013,"Audio-Video, Photographic and Computer Equipment",88.8
6,2013,"Sound and Picture Reciving, Capturing and Reproduction Equipment",93.1
6,2013,Photographic and Film Equipment,63.4
6,2013,Computer Equipment,
6,2013,Sound and Picture Capturing Medium,91
6,2013,"Audio-Visual, Photographic and Computer Equipment Maintenance",183.7
6,2013,Grearer Lasting Goods for Culture and Recreation,75.4
6,2013,Musical Instruments,75.4
6,2013,"Other Recreational, Garden and Pet-related Equipment",181.8
6,2013,"Toys, Games and Hobbies",201.6
6,2013,Camping and Sport Equipment,
6,2013,"Garden, Seedling and Flower",159
6,2013,Pets and Pet-related Means and Services,
6,2013,Vet and Other Pet Services,
6,2013,Cultural and Recreational Services,180.6
6,2013,Recreational Services,154.9
6,2013,Cultural Services,180.3
6,2013,"Newspaper, Books and Office Equipment",162.6
6,2013,Books,216
6,2013,Newspapers and Magazines,118.3
6,2013,Office Equipments,182.3
6,2013,Package Deals,
6,2013,Education,149.3
6,2013,Highschool Education,145.8
6,2013,Higher Education,152.6
6,2013,Other Types of Education,143.1
6,2013,Restaurants and Hotels,158
6,2013,"Restaurants, Cafes and Canteens",162.8
6,2013,Restaurants and Cafes,162.8
6,2013,Accommodation Services,129.5
6,2013,Accommodation,131.7
6,2013,Other Personal Items and Other Services,159
6,2013,Personal Care,164.7
6,2013,Cosmetic and Hairdresser Services,150.2
6,2013,Personal Care Electrical Equipment,147.3
6,2013,Other Personal Care Items,171.4
6,2013,Personal Items,186.9
6,2013,Jewelry and Watches,270.3
6,2013,Other Personal Items,155.3
6,2013,Social Security,179.1
6,2013,Insurance,111.7
6,2013,Dwelling Insurance,129.3
6,2013,Vehicle Insurance,107.7
6,2013,Financial Services,164.8
6,2013,Other Financial Services,164.8
6,2013,Other Services,150.3
6,2014,Total,180.4
6,2014,Food and Non-alcoholic Drinks,187.8
6,2014,Food,190.6
6,2014,Bread and Cereal,195.2
6,2014,Meat,172.3
6,2014,Fish,188.1
6,2014,"Milk, Cheese and Eggs",198.9
6,2014,Oils and Fats,154.8
6,2014,Fruit,182.3
6,2014,Vegetables,235.6
6,2014,"Sugar, Jam, Honey and Chocolate",149.7
6,2014,Other Eatable Prducts,173.6
6,2014,Non-alcoholic Drinks,164.6
6,2014,"Coffee, Tea and Cocoa",196.3
6,2014,"Mineral Water, Non-alcoholic Drinks and Juices",143.8
6,2014,"Alcoholic Drinks, Tobacco and Narcotics",331.5
6,2014,Alcoholic Drinks,208.3
6,2014,Strong Alcoholic Drinks,183.7
6,2014,Wine,204.6
6,2014,Beer,215.7
6,2014,Tobacco,400.8
6,2014,Clothing and Footwear,135.7
6,2014,Clothing,139.9
6,2014,Clothing Material,132.4
6,2014,Garments,139.5
6,2014,Other Garments,154.1
6,2014,Clothing Maintenance,142.7
6,2014,Footwear,128.7
6,2014,Footwear,127.2
6,2014,Footwear Maintenance,169.4
6,2014,"Housing, Water, Energy, Gas and Other Fuels",188.7
6,2014,Real Rent,137
6,2014,Rent,137
6,2014,Apartment Maintenance,200.4
6,2014,Materials for Apartment Maintenance,173.2
6,2014,Apartment Maintenance Services,225.2
6,2014,Waterworks and Other Housing Services,224.4
6,2014,Water Supply,242.1
6,2014,Garbage Collection,169.5
6,2014,Waste Water Drainage,289.1
6,2014,"Energy, Gas and Other Fuels",189.2
6,2014,Hosehold Electric Energy,189.5
6,2014,Gas,207.3
6,2014,Liquid Fuels,231.2
6,2014,Solid Fuels,164.6
6,2014,Distric Heating,282.1
6,2014,Household Equipment and Maintenance,155.7
6,2014,"Furniture, Carpets and Other Rugs",128.8
6,2014,"Furniture, Lightning and Decorative Ornaments",122.8
6,2014,Carpets and Other Floor Rugs,155.7
6,2014,"Repair of Furniture, Lighting and Floor Coverings",129.5
6,2014,Textile for Household Use,140.4
6,2014,Household Appliances,144.1
6,2014,Big Household Appliances,135.5
6,2014,Small Electrical Appliances,125
6,2014,Household Appliances Maintenance,257
6,2014,Dishes and Cutlery,163.3
6,2014,Tools and Other Equipment for House and Garden,134.5
6,2014,Bigger House and Garden Tools and Equipment,132.9
6,2014,Small Tools and Accessories,136.7
6,2014,Funds and Services for Ongoing Maintenance of Dwelling,173.2
6,2014,Dwelling Maintenance Funds,172
6,2014,Dwelling Maintenance Services,178.1
6,2014,Health,162.9
6,2014,Medication and Medical Equipment,172.7
6,2014,Medication,175.7
6,2014,Other Medical Products,195.5
6,2014,Therapeutic Products and Equipment,98.3
6,2014,Non-hospital Health Services,145.4
6,2014,Medical Services,178.8
6,2014,Dentist Services,139.8
6,2014,Accompanying Medical Services,119.9
6,2014,Transport,167.2
6,2014,Procurement of Vehicles,128.8
6,2014,Cars,127.2
6,2014,Bycicles,182.1
6,2014,Vehicles Use and Maintenance,172.6
6,2014,Reserve Parts,151.7
6,2014,Fuels and Lubricants for Passenger Vehicles,181.7
6,2014,Maintenance of Passenger Vehicles,157.3
6,2014,Other Vehicle Related Services,139.6
6,2014,Transport Services,184
6,2014,Rail Passenger Transport,140
6,2014,Road Passenger Transport,188
6,2014,Plane Passenger Transport,133.9
6,2014,Communication,128.3
6,2014,Mail Services,168.7
6,2014,Telephone Equipment,120.3
6,2014,Telephone and Other Equipment,126.6
6,2014,Telephone Services,124.4
6,2014,Culture and Recreation,171.1
6,2014,"Audio-Video, Photographic and Computer Equipment",91.5
6,2014,"Sound and Picture Reciving, Capturing and Reproduction Equipment",88.1
6,2014,Photographic and Film Equipment,64.2
6,2014,Computer Equipment,103.9
6,2014,Sound and Picture Capturing Medium,87.7
6,2014,"Audio-Visual, Photographic and Computer Equipment Maintenance",201.2
6,2014,Grearer Lasting Goods for Culture and Recreation,77.2
6,2014,Musical Instruments,77.2
6,2014,"Other Recreational, Garden and Pet-related Equipment",182
6,2014,"Toys, Games and Hobbies",192.5
6,2014,Camping and Sport Equipment,133.3
6,2014,"Garden, Seedling and Flower",164
6,2014,Pets and Pet-related Means and Services,121.4
6,2014,Vet and Other Pet Services,127.8
6,2014,Cultural and Recreational Services,187.4
6,2014,Recreational Services,163.9
6,2014,Cultural Services,186
6,2014,"Newspaper, Books and Office Equipment",174.6
6,2014,Books,243.7
6,2014,Newspapers and Magazines,118.3
6,2014,Office Equipments,190.2
6,2014,Package Deals,160.4
6,2014,Education,148.3
6,2014,Highschool Education,136.1
6,2014,Higher Education,156.5
6,2014,Other Types of Education,137.9
6,2014,Restaurants and Hotels,168.8
6,2014,"Restaurants, Cafes and Canteens",167.1
6,2014,Restaurants and Cafes,167.1
6,2014,Accommodation Services,166.4
6,2014,Accommodation,170.9
6,2014,Other Personal Items and Other Services,161.2
6,2014,Personal Care,167.6
6,2014,Cosmetic and Hairdresser Services,155.6
6,2014,Personal Care Electrical Equipment,154
6,2014,Other Personal Care Items,173.1
6,2014,Personal Items,186.7
6,2014,Jewelry and Watches,272.2
6,2014,Other Personal Items,154.2
6,2014,Social Security,181.6
6,2014,Insurance,111.4
6,2014,Dwelling Insurance,129.3
6,2014,Vehicle Insurance,107.4
6,2014,Financial Services,166.9
6,2014,Other Financial Services,166.9
6,2014,Other Services,156.3
6,2015,Total,183.8
6,2015,Food and Non-alcoholic Drinks,194
6,2015,Food,196.5
6,2015,Bread and Cereal,196.4
6,2015,Meat,161.7
6,2015,Fish,195.3
6,2015,"Milk, Cheese and Eggs",202.9
6,2015,Oils and Fats,165.6
6,2015,Fruit,242.3
6,2015,Vegetables,254
6,2015,"Sugar, Jam, Honey and Chocolate",151.9
6,2015,Other Eatable Prducts,179.4
6,2015,Non-alcoholic Drinks,173.6
6,2015,"Coffee, Tea and Cocoa",215.7
6,2015,"Mineral Water, Non-alcoholic Drinks and Juices",147.4
6,2015,"Alcoholic Drinks, Tobacco and Narcotics",323
6,2015,Alcoholic Drinks,208.3
6,2015,Strong Alcoholic Drinks,187.3
6,2015,Wine,212.2
6,2015,Beer,208.7
6,2015,Tobacco,383.4
6,2015,Clothing and Footwear,132.3
6,2015,Clothing,136
6,2015,Clothing Material,131.1
6,2015,Garments,135.1
6,2015,Other Garments,156
6,2015,Clothing Maintenance,145.3
6,2015,Footwear,126.3
6,2015,Footwear,124.6
6,2015,Footwear Maintenance,170.8
6,2015,"Housing, Water, Energy, Gas and Other Fuels",194
6,2015,Real Rent,142.9
6,2015,Rent,142.9
6,2015,Apartment Maintenance,208.1
6,2015,Materials for Apartment Maintenance,178.8
6,2015,Apartment Maintenance Services,235.4
6,2015,Waterworks and Other Housing Services,232.2
6,2015,Water Supply,250.9
6,2015,Garbage Collection,173.6
6,2015,Waste Water Drainage,302.7
6,2015,"Energy, Gas and Other Fuels",193.9
6,2015,Hosehold Electric Energy,189.5
6,2015,Gas,233.8
6,2015,Liquid Fuels,227.3
