Use,Year,EnergySources,Amount
Statistical Difference,2014,Diesel (t),20.0
Statistical Difference,2014,Fuel Oil and Other Gas Oils (t),1192.0
Statistical Difference,2014,Mazut S≥1% (t),545.0
Statistical Difference,2014,Mazut S<1% (t),0.0
Statistical Difference,2014,Special Gasoline (t),0.0
Statistical Difference,2014,Lubricants (t),0.0
Statistical Difference,2014,Bitumen (t),-555.0
Statistical Difference,2014,Paraffin wax (t),0.0
Statistical Difference,2014,Petroleum Coke (t),0.0
Statistical Difference,2014,Other Petroleum Products (t),-446.0
Statistical Difference,2014,Natural Gas (thousands of m3),0.0
Statistical Difference,2014,Firewood (t),0.0
Statistical Difference,2014,Wood Residue and Wood Chips (t),0.0
Statistical Difference,2014,Wood Briquettes (t),0.0
Statistical Difference,2014,Wood Pellets (t),0.0
Statistical Difference,2014,Charcoal (t),0.0
Statistical Difference,2014,Biogas (thousands of m3),0.0
Energy Production Cost,2014,Total Electrical Energy (GWh),0.0
Energy Production Cost,2014,Anthracite (t),0.0
Energy Production Cost,2014,Other Bituminous Coal (t),37266.0
Energy Production Cost,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",29679616.0
Energy Production Cost,2014,Coal Briquette (t),0.0
Energy Production Cost,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",25235.0
Energy Production Cost,2014,Coal Tar (t),0.0
Energy Production Cost,2014,Coke (t),261492.0
Energy Production Cost,2014,Blast Furnace Gas (thousands of m3),436992.0
Energy Production Cost,2014,Crude Oil (t),2592154.0
Energy Production Cost,2014,Natural Gas Liquids (t),95579.0
Energy Production Cost,2014,Refined Raw Material (t),393403.0
Energy Production Cost,2014,Additives (t),17458.0
Energy Production Cost,2014,Other Hydrocarbons (t),27054.0
Energy Production Cost,2014,Refinery Gas (t),0.0
Energy Production Cost,2014,LPG (t),4235.0
Energy Production Cost,2014,Oil (t),106318.0
Energy Production Cost,2014,Unleaded Motor Gasoline (t),0.0
Energy Production Cost,2014,Lead Gasoline (t),0.0
Energy Production Cost,2014,Plane Gasoline (t),0.0
Energy Production Cost,2014,Kerosene Type Jet Engine Fuel (t),0.0
Energy Production Cost,2014,Other Kerosene (t),0.0
Energy Production Cost,2014,Diesel (t),0.0
Energy Production Cost,2014,Fuel Oil and Other Gas Oils (t),24997.0
Energy Production Cost,2014,Mazut S≥1% (t),78127.0
Energy Production Cost,2014,Mazut S<1% (t),3983.0
Energy Production Cost,2014,Special Gasoline (t),0.0
Energy Production Cost,2014,Lubricants (t),0.0
Energy Production Cost,2014,Bitumen (t),0.0
Energy Production Cost,2014,Paraffin wax (t),0.0
Energy Production Cost,2014,Petroleum Coke (t),0.0
Energy Production Cost,2014,Other Petroleum Products (t),385.0
Energy Production Cost,2014,Natural Gas (thousands of m3),856098.0
Energy Production Cost,2014,Firewood (t),278515.0
Energy Production Cost,2014,Wood Residue and Wood Chips (t),73975.0
Energy Production Cost,2014,Wood Briquettes (t),929.0
Energy Production Cost,2014,Wood Pellets (t),1635.0
Energy Production Cost,2014,Charcoal (t),0.0
Energy Production Cost,2014,Biogas (thousands of m3),5810.0
Generation of Energy by Transformation,2014,Total Electrical Energy (GWh),22437.0
Generation of Energy by Transformation,2014,Anthracite (t),0.0
Generation of Energy by Transformation,2014,Other Bituminous Coal (t),0.0
Generation of Energy by Transformation,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Generation of Energy by Transformation,2014,Coal Briquette (t),0.0
Generation of Energy by Transformation,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",271311.0
Generation of Energy by Transformation,2014,Coal Tar (t),0.0
Generation of Energy by Transformation,2014,Coke (t),0.0
Generation of Energy by Transformation,2014,Blast Furnace Gas (thousands of m3),1144620.0
Generation of Energy by Transformation,2014,Crude Oil (t),0.0
Generation of Energy by Transformation,2014,Natural Gas Liquids (t),0.0
Generation of Energy by Transformation,2014,Refined Raw Material (t),0.0
Generation of Energy by Transformation,2014,Additives (t),8722.0
Generation of Energy by Transformation,2014,Other Hydrocarbons (t),27054.0
Generation of Energy by Transformation,2014,Refinery Gas (t),50455.0
Generation of Energy by Transformation,2014,LPG (t),162327.0
Generation of Energy by Transformation,2014,Oil (t),350895.0
Generation of Energy by Transformation,2014,Unleaded Motor Gasoline (t),464115.0
Generation of Energy by Transformation,2014,Lead Gasoline (t),0.0
Generation of Energy by Transformation,2014,Plane Gasoline (t),0.0
Generation of Energy by Transformation,2014,Kerosene Type Jet Engine Fuel (t),108707.0
Generation of Energy by Transformation,2014,Other Kerosene (t),0.0
Generation of Energy by Transformation,2014,Diesel (t),1047495.0
Generation of Energy by Transformation,2014,Fuel Oil and Other Gas Oils (t),149326.0
Generation of Energy by Transformation,2014,Mazut S≥1% (t),242459.0
Generation of Energy by Transformation,2014,Mazut S<1% (t),123485.0
Generation of Energy by Transformation,2014,Special Gasoline (t),0.0
Generation of Energy by Transformation,2014,Lubricants (t),25068.0
Generation of Energy by Transformation,2014,Bitumen (t),262241.0
Generation of Energy by Transformation,2014,Paraffin wax (t),0.0
Generation of Energy by Transformation,2014,Petroleum Coke (t),13271.0
Generation of Energy by Transformation,2014,Other Petroleum Products (t),158227.0
Generation of Energy by Transformation,2014,Natural Gas (thousands of m3),0.0
Generation of Energy by Transformation,2014,Firewood (t),0.0
Generation of Energy by Transformation,2014,Wood Residue and Wood Chips (t),0.0
Generation of Energy by Transformation,2014,Wood Briquettes (t),17601.0
Generation of Energy by Transformation,2014,Wood Pellets (t),152292.0
Generation of Energy by Transformation,2014,Charcoal (t),12453.0
Generation of Energy by Transformation,2014,Biogas (thousands of m3),0.0
Exchange,2014,Total Electrical Energy (GWh),11623.0
Exchange,2014,Anthracite (t),0.0
Exchange,2014,Other Bituminous Coal (t),0.0
Exchange,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Exchange,2014,Coal Briquette (t),0.0
Exchange,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Exchange,2014,Coal Tar (t),0.0
Exchange,2014,Coke (t),0.0
Exchange,2014,Blast Furnace Gas (thousands of m3),0.0
Exchange,2014,Crude Oil (t),0.0
Exchange,2014,Natural Gas Liquids (t),0.0
Exchange,2014,Refined Raw Material (t),0.0
Exchange,2014,Additives (t),0.0
Exchange,2014,Other Hydrocarbons (t),0.0
Exchange,2014,Refinery Gas (t),0.0
Exchange,2014,LPG (t),0.0
Exchange,2014,Oil (t),0.0
Exchange,2014,Unleaded Motor Gasoline (t),0.0
Exchange,2014,Lead Gasoline (t),0.0
Exchange,2014,Plane Gasoline (t),0.0
Exchange,2014,Kerosene Type Jet Engine Fuel (t),0.0
Exchange,2014,Other Kerosene (t),0.0
Exchange,2014,Diesel (t),0.0
Exchange,2014,Fuel Oil and Other Gas Oils (t),0.0
Exchange,2014,Mazut S≥1% (t),0.0
Exchange,2014,Mazut S<1% (t),0.0
Exchange,2014,Special Gasoline (t),0.0
Exchange,2014,Lubricants (t),0.0
Exchange,2014,Bitumen (t),0.0
Exchange,2014,Paraffin wax (t),0.0
Exchange,2014,Petroleum Coke (t),0.0
Exchange,2014,Other Petroleum Products (t),0.0
Exchange,2014,Natural Gas (thousands of m3),0.0
Exchange,2014,Firewood (t),0.0
Exchange,2014,Wood Residue and Wood Chips (t),0.0
Exchange,2014,Wood Briquettes (t),0.0
Exchange,2014,Wood Pellets (t),0.0
Exchange,2014,Charcoal (t),0.0
Exchange,2014,Biogas (thousands of m3),0.0
Exchanged Products,2014,Total Electrical Energy (GWh),11623.0
Exchanged Products,2014,Anthracite (t),0.0
Exchanged Products,2014,Other Bituminous Coal (t),0.0
Exchanged Products,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Exchanged Products,2014,Coal Briquette (t),0.0
Exchanged Products,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Exchanged Products,2014,Coal Tar (t),0.0
Exchanged Products,2014,Coke (t),0.0
Exchanged Products,2014,Blast Furnace Gas (thousands of m3),0.0
Exchanged Products,2014,Crude Oil (t),0.0
Exchanged Products,2014,Natural Gas Liquids (t),0.0
Exchanged Products,2014,Refined Raw Material (t),59545.0
Exchanged Products,2014,Additives (t),0.0
Exchanged Products,2014,Other Hydrocarbons (t),0.0
Exchanged Products,2014,Refinery Gas (t),0.0
Exchanged Products,2014,LPG (t),-3379.0
Exchanged Products,2014,Oil (t),-65.0
Exchanged Products,2014,Unleaded Motor Gasoline (t),-5.0
Exchanged Products,2014,Lead Gasoline (t),0.0
Exchanged Products,2014,Plane Gasoline (t),0.0
Exchanged Products,2014,Kerosene Type Jet Engine Fuel (t),-2006.0
Exchanged Products,2014,Other Kerosene (t),0.0
Exchanged Products,2014,Diesel (t),-54.0
Exchanged Products,2014,Fuel Oil and Other Gas Oils (t),-1469.0
Exchanged Products,2014,Mazut S≥1% (t),0.0
Exchanged Products,2014,Mazut S<1% (t),0.0
Exchanged Products,2014,Special Gasoline (t),-8.0
Exchanged Products,2014,Lubricants (t),-3133.0
Exchanged Products,2014,Bitumen (t),-26.0
Exchanged Products,2014,Paraffin wax (t),0.0
Exchanged Products,2014,Petroleum Coke (t),0.0
Exchanged Products,2014,Other Petroleum Products (t),-49400.0
Exchanged Products,2014,Natural Gas (thousands of m3),0.0
Exchanged Products,2014,Firewood (t),0.0
Exchanged Products,2014,Wood Residue and Wood Chips (t),0.0
Exchanged Products,2014,Wood Briquettes (t),0.0
Exchanged Products,2014,Wood Pellets (t),0.0
Exchanged Products,2014,Charcoal (t),0.0
Exchanged Products,2014,Biogas (thousands of m3),0.0
Internal Product Exchange,2014,Total Electrical Energy (GWh),0.0
Internal Product Exchange,2014,Anthracite (t),0.0
Internal Product Exchange,2014,Other Bituminous Coal (t),0.0
Internal Product Exchange,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Internal Product Exchange,2014,Coal Briquette (t),0.0
Internal Product Exchange,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Internal Product Exchange,2014,Coal Tar (t),0.0
Internal Product Exchange,2014,Coke (t),0.0
Internal Product Exchange,2014,Blast Furnace Gas (thousands of m3),0.0
Internal Product Exchange,2014,Crude Oil (t),0.0
Internal Product Exchange,2014,Natural Gas Liquids (t),0.0
Internal Product Exchange,2014,Refined Raw Material (t),0.0
Internal Product Exchange,2014,Additives (t),0.0
Internal Product Exchange,2014,Other Hydrocarbons (t),0.0
Internal Product Exchange,2014,Refinery Gas (t),0.0
Internal Product Exchange,2014,LPG (t),0.0
Internal Product Exchange,2014,Oil (t),0.0
Internal Product Exchange,2014,Unleaded Motor Gasoline (t),0.0
Internal Product Exchange,2014,Lead Gasoline (t),0.0
Internal Product Exchange,2014,Plane Gasoline (t),0.0
Internal Product Exchange,2014,Kerosene Type Jet Engine Fuel (t),0.0
Internal Product Exchange,2014,Other Kerosene (t),0.0
Internal Product Exchange,2014,Diesel (t),0.0
Internal Product Exchange,2014,Fuel Oil and Other Gas Oils (t),0.0
Internal Product Exchange,2014,Mazut S≥1% (t),0.0
Internal Product Exchange,2014,Mazut S<1% (t),0.0
Internal Product Exchange,2014,Special Gasoline (t),0.0
Internal Product Exchange,2014,Lubricants (t),0.0
Internal Product Exchange,2014,Bitumen (t),0.0
Internal Product Exchange,2014,Paraffin wax (t),0.0
Internal Product Exchange,2014,Petroleum Coke (t),0.0
Internal Product Exchange,2014,Other Petroleum Products (t),0.0
Internal Product Exchange,2014,Natural Gas (thousands of m3),0.0
Internal Product Exchange,2014,Firewood (t),0.0
Internal Product Exchange,2014,Wood Residue and Wood Chips (t),0.0
Internal Product Exchange,2014,Wood Briquettes (t),0.0
Internal Product Exchange,2014,Wood Pellets (t),0.0
Internal Product Exchange,2014,Charcoal (t),0.0
Internal Product Exchange,2014,Biogas (thousands of m3),0.0
Returned from Petrochemistry,2014,Total Electrical Energy (GWh),0.0
Returned from Petrochemistry,2014,Anthracite (t),0.0
Returned from Petrochemistry,2014,Other Bituminous Coal (t),0.0
Returned from Petrochemistry,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Returned from Petrochemistry,2014,Coal Briquette (t),0.0
Returned from Petrochemistry,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Returned from Petrochemistry,2014,Coal Tar (t),0.0
Returned from Petrochemistry,2014,Coke (t),0.0
Returned from Petrochemistry,2014,Blast Furnace Gas (thousands of m3),0.0
Returned from Petrochemistry,2014,Crude Oil (t),0.0
Returned from Petrochemistry,2014,Natural Gas Liquids (t),0.0
Returned from Petrochemistry,2014,Refined Raw Material (t),77574.0
Returned from Petrochemistry,2014,Additives (t),0.0
Returned from Petrochemistry,2014,Other Hydrocarbons (t),0.0
Returned from Petrochemistry,2014,Refinery Gas (t),0.0
Returned from Petrochemistry,2014,LPG (t),0.0
Returned from Petrochemistry,2014,Oil (t),0.0
Returned from Petrochemistry,2014,Unleaded Motor Gasoline (t),0.0
Returned from Petrochemistry,2014,Lead Gasoline (t),-77574.0
Returned from Petrochemistry,2014,Plane Gasoline (t),0.0
Returned from Petrochemistry,2014,Kerosene Type Jet Engine Fuel (t),0.0
Returned from Petrochemistry,2014,Other Kerosene (t),0.0
Returned from Petrochemistry,2014,Diesel (t),0.0
Returned from Petrochemistry,2014,Fuel Oil and Other Gas Oils (t),0.0
Returned from Petrochemistry,2014,Mazut S≥1% (t),0.0
Returned from Petrochemistry,2014,Mazut S<1% (t),0.0
Returned from Petrochemistry,2014,Special Gasoline (t),0.0
Returned from Petrochemistry,2014,Lubricants (t),0.0
Returned from Petrochemistry,2014,Bitumen (t),0.0
Returned from Petrochemistry,2014,Paraffin wax (t),0.0
Returned from Petrochemistry,2014,Petroleum Coke (t),0.0
Returned from Petrochemistry,2014,Other Petroleum Products (t),0.0
Returned from Petrochemistry,2014,Natural Gas (thousands of m3),0.0
Returned from Petrochemistry,2014,Firewood (t),0.0
Returned from Petrochemistry,2014,Wood Residue and Wood Chips (t),0.0
Returned from Petrochemistry,2014,Wood Briquettes (t),0.0
Returned from Petrochemistry,2014,Wood Pellets (t),0.0
Returned from Petrochemistry,2014,Charcoal (t),0.0
Returned from Petrochemistry,2014,Biogas (thousands of m3),0.0
Own Consumption in Energy Sector,2014,Total Electrical Energy (GWh),4235.0
Own Consumption in Energy Sector,2014,Anthracite (t),0.0
Own Consumption in Energy Sector,2014,Other Bituminous Coal (t),0.0
Own Consumption in Energy Sector,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Own Consumption in Energy Sector,2014,Coal Briquette (t),0.0
Own Consumption in Energy Sector,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Own Consumption in Energy Sector,2014,Coal Tar (t),0.0
Own Consumption in Energy Sector,2014,Coke (t),0.0
Own Consumption in Energy Sector,2014,Blast Furnace Gas (thousands of m3),0.0
Own Consumption in Energy Sector,2014,Crude Oil (t),0.0
Own Consumption in Energy Sector,2014,Natural Gas Liquids (t),0.0
Own Consumption in Energy Sector,2014,Refined Raw Material (t),0.0
Own Consumption in Energy Sector,2014,Additives (t),0.0
Own Consumption in Energy Sector,2014,Other Hydrocarbons (t),0.0
Own Consumption in Energy Sector,2014,Refinery Gas (t),50455.0
Own Consumption in Energy Sector,2014,LPG (t),0.0
Own Consumption in Energy Sector,2014,Oil (t),0.0
Own Consumption in Energy Sector,2014,Unleaded Motor Gasoline (t),0.0
Own Consumption in Energy Sector,2014,Lead Gasoline (t),0.0
Own Consumption in Energy Sector,2014,Plane Gasoline (t),0.0
Own Consumption in Energy Sector,2014,Kerosene Type Jet Engine Fuel (t),0.0
Own Consumption in Energy Sector,2014,Other Kerosene (t),0.0
Own Consumption in Energy Sector,2014,Diesel (t),0.0
Own Consumption in Energy Sector,2014,Fuel Oil and Other Gas Oils (t),1829.0
Own Consumption in Energy Sector,2014,Mazut S≥1% (t),35701.0
Own Consumption in Energy Sector,2014,Mazut S<1% (t),0.0
Own Consumption in Energy Sector,2014,Special Gasoline (t),0.0
Own Consumption in Energy Sector,2014,Lubricants (t),0.0
Own Consumption in Energy Sector,2014,Bitumen (t),0.0
Own Consumption in Energy Sector,2014,Paraffin wax (t),0.0
Own Consumption in Energy Sector,2014,Petroleum Coke (t),13271.0
Own Consumption in Energy Sector,2014,Other Petroleum Products (t),11651.0
Own Consumption in Energy Sector,2014,Natural Gas (thousands of m3),183560.0
Own Consumption in Energy Sector,2014,Firewood (t),0.0
Own Consumption in Energy Sector,2014,Wood Residue and Wood Chips (t),0.0
Own Consumption in Energy Sector,2014,Wood Briquettes (t),0.0
Own Consumption in Energy Sector,2014,Wood Pellets (t),0.0
Own Consumption in Energy Sector,2014,Charcoal (t),0.0
Own Consumption in Energy Sector,2014,Biogas (thousands of m3),0.0
Losses,2014,Total Electrical Energy (GWh),5163.0
Losses,2014,Anthracite (t),0.0
Losses,2014,Other Bituminous Coal (t),0.0
Losses,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",712.0
Losses,2014,Coal Briquette (t),0.0
Losses,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",218.0
Losses,2014,Coal Tar (t),0.0
Losses,2014,Coke (t),1.0
Losses,2014,Blast Furnace Gas (thousands of m3),243789.0
Losses,2014,Crude Oil (t),21905.0
Losses,2014,Natural Gas Liquids (t),0.0
Losses,2014,Refined Raw Material (t),0.0
Losses,2014,Additives (t),0.0
Losses,2014,Other Hydrocarbons (t),0.0
Losses,2014,Refinery Gas (t),0.0
Losses,2014,LPG (t),0.0
Losses,2014,Oil (t),0.0
Losses,2014,Unleaded Motor Gasoline (t),0.0
Losses,2014,Lead Gasoline (t),0.0
Losses,2014,Plane Gasoline (t),0.0
Losses,2014,Kerosene Type Jet Engine Fuel (t),0.0
Losses,2014,Other Kerosene (t),0.0
Losses,2014,Diesel (t),0.0
Losses,2014,Fuel Oil and Other Gas Oils (t),0.0
Losses,2014,Mazut S≥1% (t),0.0
Losses,2014,Mazut S<1% (t),0.0
Losses,2014,Special Gasoline (t),0.0
Losses,2014,Lubricants (t),0.0
Losses,2014,Bitumen (t),0.0
Losses,2014,Paraffin wax (t),0.0
Losses,2014,Petroleum Coke (t),0.0
Losses,2014,Other Petroleum Products (t),0.0
Losses,2014,Natural Gas (thousands of m3),18194.0
Losses,2014,Firewood (t),1066.0
Losses,2014,Wood Residue and Wood Chips (t),0.0
Losses,2014,Wood Briquettes (t),756.0
Losses,2014,Wood Pellets (t),124.0
Losses,2014,Charcoal (t),0.0
Losses,2014,Biogas (thousands of m3),0.0
Energy Available for Final Consumption,2014,Total Electrical Energy (GWh),26225.0
Energy Available for Final Consumption,2014,Anthracite (t),33676.0
Energy Available for Final Consumption,2014,Other Bituminous Coal (t),97164.0
Energy Available for Final Consumption,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",1009469.0
Energy Available for Final Consumption,2014,Coal Briquette (t),180.0
Energy Available for Final Consumption,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",249965.0
Energy Available for Final Consumption,2014,Coal Tar (t),5.0
Energy Available for Final Consumption,2014,Coke (t),27517.0
Energy Available for Final Consumption,2014,Blast Furnace Gas (thousands of m3),463839.0
Energy Available for Final Consumption,2014,Crude Oil (t),0.0
Energy Available for Final Consumption,2014,Natural Gas Liquids (t),0.0
Energy Available for Final Consumption,2014,Refined Raw Material (t),0.0
Energy Available for Final Consumption,2014,Additives (t),0.0
Energy Available for Final Consumption,2014,Other Hydrocarbons (t),0.0
Energy Available for Final Consumption,2014,Refinery Gas (t),0.0
Energy Available for Final Consumption,2014,LPG (t),295413.0
Energy Available for Final Consumption,2014,Oil (t),212303.0
Energy Available for Final Consumption,2014,Unleaded Motor Gasoline (t),395298.0
Energy Available for Final Consumption,2014,Lead Gasoline (t),0.0
Energy Available for Final Consumption,2014,Plane Gasoline (t),552.0
Energy Available for Final Consumption,2014,Kerosene Type Jet Engine Fuel (t),65718.0
Energy Available for Final Consumption,2014,Other Kerosene (t),0.0
Energy Available for Final Consumption,2014,Diesel (t),1408752.0
Energy Available for Final Consumption,2014,Fuel Oil and Other Gas Oils (t),123634.0
Energy Available for Final Consumption,2014,Mazut S≥1% (t),87920.0
Energy Available for Final Consumption,2014,Mazut S<1% (t),34864.0
Energy Available for Final Consumption,2014,Special Gasoline (t),8951.0
Energy Available for Final Consumption,2014,Lubricants (t),77418.0
Energy Available for Final Consumption,2014,Bitumen (t),98077.0
Energy Available for Final Consumption,2014,Paraffin wax (t),4549.0
Energy Available for Final Consumption,2014,Petroleum Coke (t),105990.0
Energy Available for Final Consumption,2014,Other Petroleum Products (t),23894.0
Energy Available for Final Consumption,2014,Natural Gas (thousands of m3),962781.0
Energy Available for Final Consumption,2014,Firewood (t),2555347.0
Energy Available for Final Consumption,2014,Wood Residue and Wood Chips (t),0.0
Energy Available for Final Consumption,2014,Wood Briquettes (t),1967.0
Energy Available for Final Consumption,2014,Wood Pellets (t),44431.0
Energy Available for Final Consumption,2014,Charcoal (t),1466.0
Energy Available for Final Consumption,2014,Biogas (thousands of m3),4179.0
Final Consumption for Non-energy Purposes,2014,Total Electrical Energy (GWh),0.0
Final Consumption for Non-energy Purposes,2014,Anthracite (t),246.0
Final Consumption for Non-energy Purposes,2014,Other Bituminous Coal (t),39894.0
Final Consumption for Non-energy Purposes,2014,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Final Consumption for Non-energy Purposes,2014,Coal Briquette (t),0.0
Final Consumption for Non-energy Purposes,2014,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Final Consumption for Non-energy Purposes,2014,Coal Tar (t),5.0
Final Consumption for Non-energy Purposes,2014,Coke (t),1971.0
Final Consumption for Non-energy Purposes,2014,Blast Furnace Gas (thousands of m3),0.0
Final Consumption for Non-energy Purposes,2014,Crude Oil (t),0.0
Final Consumption for Non-energy Purposes,2014,Natural Gas Liquids (t),0.0
Final Consumption for Non-energy Purposes,2014,Refined Raw Material (t),0.0
Final Consumption for Non-energy Purposes,2014,Additives (t),0.0
Final Consumption for Non-energy Purposes,2014,Other Hydrocarbons (t),0.0
Final Consumption for Non-energy Purposes,2014,Refinery Gas (t),0.0
Final Consumption for Non-energy Purposes,2014,LPG (t),0.0
Final Consumption for Non-energy Purposes,2014,Oil (t),212303.0
Final Consumption for Non-energy Purposes,2014,Unleaded Motor Gasoline (t),0.0
Final Consumption for Non-energy Purposes,2014,Lead Gasoline (t),0.0
Final Consumption for Non-energy Purposes,2014,Plane Gasoline (t),0.0
Final Consumption for Non-energy Purposes,2014,Kerosene Type Jet Engine Fuel (t),0.0
Final Consumption for Non-energy Purposes,2014,Other Kerosene (t),0.0
Final Consumption for Non-energy Purposes,2014,Diesel (t),0.0
Final Consumption for Non-energy Purposes,2014,Fuel Oil and Other Gas Oils (t),0.0
Final Consumption for Non-energy Purposes,2014,Mazut S≥1% (t),0.0
Final Consumption for Non-energy Purposes,2014,Mazut S<1% (t),0.0
Final Consumption for Non-energy Purposes,2014,Special Gasoline (t),8951.0
Final Consumption for Non-energy Purposes,2014,Lubricants (t),77418.0
Final Consumption for Non-energy Purposes,2014,Bitumen (t),98077.0
Final Consumption for Non-energy Purposes,2014,Paraffin wax (t),4549.0
Final Consumption for Non-energy Purposes,2014,Petroleum Coke (t),0.0
Final Consumption for Non-energy Purposes,2014,Other Petroleum Products (t),0.0
Final Consumption for Non-energy Purposes,2014,Natural Gas (thousands of m3),114252.0
Final Consumption for Non-energy Purposes,2014,Firewood (t),0.0
Final Consumption for Non-energy Purposes,2014,Wood Residue and Wood Chips (t),0.0
Final Consumption for Non-energy Purposes,2014,Wood Briquettes (t),0.0
Final Consumption for Non-energy Purposes,2014,Wood Pellets (t),0.0
Final Consumption for Non-energy Purposes,2014,Charcoal (t),0.0
Final Consumption for Non-energy Purposes,2014,Biogas (thousands of m3),0.0
Primary Energy Production,2015,Total Electrical Energy (GWh),0.0
Primary Energy Production,2015,Anthracite (t),0.0
Primary Energy Production,2015,Other Bituminous Coal (t),0.0
Primary Energy Production,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",37825730.0
Primary Energy Production,2015,Coal Briquette (t),0.0
Primary Energy Production,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Primary Energy Production,2015,Coal Tar (t),0.0
Primary Energy Production,2015,Coke (t),0.0
Primary Energy Production,2015,Blast Furnace Gas (thousands of m3),0.0
Primary Energy Production,2015,Crude Oil (t),1022397.0
Primary Energy Production,2015,Natural Gas Liquids (t),31067.0
Primary Energy Production,2015,Refined Raw Material (t),0.0
Primary Energy Production,2015,Additives (t),0.0
Primary Energy Production,2015,Other Hydrocarbons (t),0.0
Primary Energy Production,2015,Refinery Gas (t),0.0
Primary Energy Production,2015,LPG (t),0.0
Primary Energy Production,2015,Oil (t),0.0
Primary Energy Production,2015,Unleaded Motor Gasoline (t),0.0
Primary Energy Production,2015,Lead Gasoline (t),0.0
Primary Energy Production,2015,Plane Gasoline (t),0.0
Primary Energy Production,2015,Kerosene Type Jet Engine Fuel (t),0.0
Primary Energy Production,2015,Other Kerosene (t),0.0
Primary Energy Production,2015,Diesel (t),0.0
Primary Energy Production,2015,Fuel Oil and Other Gas Oils (t),0.0
Primary Energy Production,2015,Mazut S≥1% (t),0.0
Primary Energy Production,2015,Mazut S<1% (t),0.0
Primary Energy Production,2015,Special Gasoline (t),0.0
Primary Energy Production,2015,Lubricants (t),0.0
Primary Energy Production,2015,Bitumen (t),0.0
Primary Energy Production,2015,Paraffin wax (t),0.0
Primary Energy Production,2015,Petroleum Coke (t),0.0
Primary Energy Production,2015,Other Petroleum Products (t),0.0
Primary Energy Production,2015,Natural Gas (thousands of m3),572502.0
Primary Energy Production,2015,Firewood (t),2922928.0
Primary Energy Production,2015,Wood Residue and Wood Chips (t),37254.0
Primary Energy Production,2015,Wood Briquettes (t),0.0
Primary Energy Production,2015,Wood Pellets (t),0.0
Primary Energy Production,2015,Charcoal (t),0.0
Primary Energy Production,2015,Biogas (thousands of m3),11313.0
Import,2015,Total Electrical Energy (GWh),6303.0
Import,2015,Anthracite (t),17527.0
Import,2015,Other Bituminous Coal (t),200368.0
Import,2015,"Sub-bituminous Coal, Brown Coal and Lignite (t)",780890.0
Import,2015,Coal Briquette (t),52.0
Import,2015,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",11131.0
Import,2015,Coal Tar (t),977.0
Import,2015,Coke (t),490314.0
Import,2015,Blast Furnace Gas (thousands of m3),0.0
Import,2015,Crude Oil (t),1799177.0
Import,2015,Natural Gas Liquids (t),64764.0
Import,2015,Refined Raw Material (t),149320.0
Import,2015,Additives (t),4915.0
Import,2015,Other Hydrocarbons (t),0.0
Import,2015,Refinery Gas (t),0.0
Import,2015,LPG (t),146665.0
Import,2015,Oil (t),12978.0
Import,2015,Unleaded Motor Gasoline (t),39168.0
Import,2015,Lead Gasoline (t),0.0
Import,2015,Plane Gasoline (t),433.0
Import,2015,Kerosene Type Jet Engine Fuel (t),0.0
Import,2015,Other Kerosene (t),0.0
Import,2015,Diesel (t),429627.0
Import,2015,Fuel Oil and Other Gas Oils (t),36.0
Import,2015,Mazut S≥1% (t),0.0
Import,2015,Mazut S<1% (t),28191.0
Import,2015,Special Gasoline (t),6488.0
Import,2015,Lubricants (t),60233.0
Import,2015,Bitumen (t),11924.0
Import,2015,Paraffin wax (t),3553.0
Import,2015,Petroleum Coke (t),131513.0
Import,2015,Other Petroleum Products (t),0.0
Import,2015,Natural Gas (thousands of m3),1740221.0
Import,2015,Firewood (t),13107.0
Import,2015,Wood Residue and Wood Chips (t),0.0
Import,2015,Wood Briquettes (t),1083.0
Import,2015,Wood Pellets (t),7190.0
Import,2015,Charcoal (t),1491.0
